Survey,StationCode,Latitude,Longitude,Region
EDSM,20-15-USSC02,38.5641,-121.55325,CentralYolo
EDSM,20-05-USSC02,38.56434,-121.55292,CentralYolo
EDSM,20-11-USSC01,38.56528,-121.55197,CentralYolo
Yolo,YBI80,38.56531,-121.638005,CentralYolo
Yolo,YB,38.56538,-121.630989,CentralYolo
EDSM,18-03-SSC01,38.56596,-121.55276,CentralYolo
EDSM,18-27-SRU02,38.577,-121.51103,CentralYolo
EDSM,18-30-SRU01,38.57897,-121.50898,CentralYolo
DJFMP,AM001S,38.59935675,-121.5057333,CentralYolo
DJFMP,SR060E,38.60053595,-121.5091653,CentralYolo
Yolo,SB1,38.604167,-121.56625,CentralYolo
Yolo,SB2,38.605219,-121.564176,CentralYolo
Yolo,RD22,38.676367,-121.643972,CentralYolo
Yolo,FW1,38.74979,-121.635232,ColusaDrainRCS
NDFA,RMB,38.842001,-121.858371,ColusaDrainRCS
NDFA,RCS,38.793457,-121.725447,ColusaDrainRCS
NDFA,WWT,38.681621,-121.645775,CentralYolo
NDFA,RD22,38.676367,-121.643972,CentralYolo
NDFA,DWT,38.567057,-121.638239,CentralYolo
NDFA,I80,38.573111,-121.582958,CentralYolo
NDFA,LIS,38.474816,-121.588584,LowerYolo
NDFA,STTD,38.353461,-121.642975,LowerYolo
NDFA,BL5,38.27446,-121.665652,CacheSloughComplex
NDFA,LIB,38.2421,-121.6849,CacheSloughComplex
NDFA,RYI,38.213167,-121.668591,CacheSloughComplex
NDFA,RVB,38.159737,-121.686355,LowerSacRiver
