Survey,StationCode,Latitude,Longitude,Region
EDSM,19-11-CS05,38.23233,-121.67606,CacheSloughComplex
EDSM,20-17-CS01,38.23269,-121.67538,CacheSloughComplex
EDSM,19-52-LSSC04,38.23316,-121.67454,CacheSloughComplex
EDSM,18-32-CS02,38.23331,-121.67517,CacheSloughComplex
EDSM,SRU52,38.23347,-121.60281,CacheSloughComplex
EDSM,19-18-CS05,38.23366,-121.67818,CacheSloughComplex
EDSM,20-03-LSSC04,38.23395,-121.67405,CacheSloughComplex
EDSM,18-31-SRU01,38.23399,-121.66845000000001,CacheSloughComplex
EDSM,20-09-CS01,38.23414,-121.67811,CacheSloughComplex
EDSM,17-52-CS02,38.23425,-121.67674,CacheSloughComplex
EDSM,19-50-LSSC04,38.2343,-121.67357,CacheSloughComplex
EDSM,18-24-CS01,38.23431,-121.68129,CacheSloughComplex
EDSM,19-25-CS02,38.23443,-121.67667,CacheSloughComplex
EDSM,19-19-CS02,38.23445,-121.68032,CacheSloughComplex
EDSM,20-09-CS05,38.23446,-121.68186,CacheSloughComplex
EDSM,20-13-CS02,38.23455,-121.67973,CacheSloughComplex
EDSM,20-18-CS06,38.2346,-121.68237,CacheSloughComplex
EDSM,19-17-CS09,38.23473,-121.68044,CacheSloughComplex
EDSM,18-29-SRU01,38.23489,-121.66594,CacheSloughComplex
EDSM,19-10-CS04,38.235,-121.67961,CacheSloughComplex
EDSM,CS53,38.23501,-121.67424,CacheSloughComplex
EDSM,19-03-CS01,38.23511,-121.68162,CacheSloughComplex
EDSM,20-04-CS04,38.23521,-121.67767,CacheSloughComplex
EDSM,19-20-LSSC02,38.23556,-121.67407,CacheSloughComplex
EDSM,19-15-CS11,38.23561,-121.68369,CacheSloughComplex
EDSM,18-31-LSSC01,38.23584,-121.6742,CacheSloughComplex
EDSM,19-20-CS01,38.23595,-121.68211,CacheSloughComplex
EDSM,19-30-CS04,38.236,-121.68058,CacheSloughComplex
FMWT,723,38.23615,-121.67348,CacheSloughComplex
Townet,723,38.23615,-121.67348,CacheSloughComplex
EDSM,20-05-CS06,38.23623,-121.68082,CacheSloughComplex
EDSM,20-02-CS01,38.23645,-121.68288,CacheSloughComplex
EDSM,19-13-CS05,38.23682,-121.68398,CacheSloughComplex
EDSM,20-13-LSSC01,38.23693,-121.67362,CacheSloughComplex
EDSM,19-07-CS01,38.23713,-121.68414,CacheSloughComplex
EDSM,18-23-CS04,38.23725,-121.68406,CacheSloughComplex
EDSM,19-17-LSSC01,38.23773,-121.67221,CacheSloughComplex
EDSM,18-53-CS02,38.23775,-121.68327,CacheSloughComplex
FMWT,716,38.23787,-121.68438,CacheSloughComplex
Townet,716,38.23787,-121.68438,CacheSloughComplex
EDSM,19-18-CS01,38.23794,-121.68325,CacheSloughComplex
EDSM,20-14-CS01,38.23812,-121.68305,CacheSloughComplex
EDSM,19-16-LSSC02,38.23843,-121.67269,CacheSloughComplex
EDSM,19-03-CS02,38.23895,-121.68417,CacheSloughComplex
EDSM,19-24-CS03,38.23917,-121.68491,CacheSloughComplex
EDSM,19-06-CS06,38.23932,-121.68454,CacheSloughComplex
EDSM,20-17-CS05,38.23943,-121.68234,CacheSloughComplex
EDSM,19-09-CS06,38.23948,-121.6861,CacheSloughComplex
EDSM,20-15-LSSC01,38.23998,-121.67249,CacheSloughComplex
EDSM,19-02-CS02,38.24003,-121.68459,CacheSloughComplex
EDSM,19-49-CS02,38.24004,-121.68634,CacheSloughComplex
EDSM,19-13-LSSC04,38.2403,-121.67126,CacheSloughComplex
EDSM,19-14-CS01,38.24033,-121.68668,CacheSloughComplex
DJFMP,SR024E,38.24039242,-121.5547949,CacheSloughComplex
EDSM,19-23-CS02,38.24047,-121.68154,CacheSloughComplex
EDSM,18-32-SRU02,38.24054,-121.602,CacheSloughComplex
EDSM,19-11-LSSC02,38.24086,-121.67235,CacheSloughComplex
EDSM,18-14-CS02,38.2409,-121.68523,CacheSloughComplex
EDSM,18-19-LSSC02,38.24093,-121.67231,CacheSloughComplex
EDSM,20-17-CS02,38.241,-121.68194,CacheSloughComplex
EDSM,20-12-CS03,38.24102,-121.68761,CacheSloughComplex
EDSM,19-52-CS06,38.24147,-121.68652,CacheSloughComplex
EDSM,20-13-CS05,38.24154,-121.68313,CacheSloughComplex
EDSM,20-06-CS01,38.24161,-121.68145,CacheSloughComplex
EDSM,20-07-CS08,38.24162,-121.68033,CacheSloughComplex
EDSM,19-11-CS09,38.24166,-121.68151,CacheSloughComplex
EDSM,19-49-CS08,38.24183,-121.6811,CacheSloughComplex
DJFMP,LI001E,38.241974,-121.6822745,CacheSloughComplex
EDSM,18-20-CS02,38.24215,-121.68818,CacheSloughComplex
EDSM,18-19-CS03,38.24221,-121.68493,CacheSloughComplex
EDSM,18-28-CS04,38.24228,-121.68885,CacheSloughComplex
EDSM,18-21-CS02,38.24235,-121.68104,CacheSloughComplex
EDSM,19-11-CS03,38.24249,-121.68688,CacheSloughComplex
EDSM,18-05-CS01,38.24257,-121.69317,CacheSloughComplex
EDSM,20-11-CS04,38.24261,-121.67393,CacheSloughComplex
EDSM,20-05-CS05,38.24285,-121.68484,CacheSloughComplex
EDSM,18-16-SRR01,38.24353,-121.51364,CacheSloughComplex
EDSM,18-26-CS01,38.24373,-121.68209,CacheSloughComplex
EDSM,19-07-LSSC01,38.24377,-121.67187,CacheSloughComplex
EDSM,19-12-CS04,38.24377,-121.68641,CacheSloughComplex
EDSM,19-04-CS05,38.24381,-121.67366,CacheSloughComplex
EDSM,20-18-CS08,38.24381,-121.69484,CacheSloughComplex
EDSM,19-12-CS02,38.24387,-121.67739,CacheSloughComplex
EDSM,18-20-LSSC01,38.24391,-121.67001,CacheSloughComplex
EDSM,18-52-CS02,38.24418,-121.67748,CacheSloughComplex
EDSM,18-15-CS07,38.24436,-121.68878,CacheSloughComplex
DJFMP,LI005W,38.244607,-121.6864208,CacheSloughComplex
EDSM,19-07-CS03,38.24469,-121.69137,CacheSloughComplex
EDSM,18-26-CS02,38.24471,-121.6958,CacheSloughComplex
EDSM,18-35-LSSC02,38.24478,-121.66972,CacheSloughComplex
EDSM,19-28-CS03,38.24487,-121.69594,CacheSloughComplex
EDSM,19-02-CS05,38.24502,-121.67779,CacheSloughComplex
EDSM,19-34-CS02,38.24506,-121.68216,CacheSloughComplex
EDSM,18-51-CS02,38.24565,-121.67796,CacheSloughComplex
EDSM,18-17-CS10,38.24583,-121.68868,CacheSloughComplex
EDSM,19-05-CS08,38.24596,-121.69698,CacheSloughComplex
EDSM,CS3,38.24615926,-121.6587033,CacheSloughComplex
EDSM,CS207,38.24622473,-121.6707101,CacheSloughComplex
EDSM,20-06-LSSC01,38.24628,-121.67017,CacheSloughComplex
DJFMP,LI002E,38.246361,-121.6781385,CacheSloughComplex
EDSM,19-09-CS02,38.24641,-121.70238,CacheSloughComplex
EDSM,19-10-CS03,38.24644,-121.70778,CacheSloughComplex
EDSM,19-53-CS02,38.24648,-121.70158,CacheSloughComplex
EDSM,18-49-CS02,38.24649,-121.68789,CacheSloughComplex
EDSM,19-33-CS03,38.24659,-121.70361,CacheSloughComplex
EDSM,20-11-CS08,38.24659,-121.67732,CacheSloughComplex
EDSM,20-10-CS04,38.24665,-121.67298,CacheSloughComplex
EDSM,19-27-CS04,38.2467,-121.67665,CacheSloughComplex
EDSM,18-24-LSSC01,38.24684,-121.6705,CacheSloughComplex
EDSM,17-49-CS02,38.24686,-121.70999,CacheSloughComplex
EDSM,18-27-CS03,38.24687,-121.70209,CacheSloughComplex
EDSM,18-49-CS06,38.24697,-121.71008,CacheSloughComplex
EDSM,18-52-CS04,38.24711,-121.68692,CacheSloughComplex
EDSM,19-02-CS01,38.24715,-121.67335,CacheSloughComplex
EDSM,18-23-CS03,38.24734,-121.71101,CacheSloughComplex
EDSM,19-50-CS05,38.24739,-121.67606,CacheSloughComplex
EDSM,18-03-CS02,38.24784,-121.69578,CacheSloughComplex
EDSM,19-10-LSSC02,38.24819,-121.66973,CacheSloughComplex
EDSM,19-27-CS02,38.24834,-121.68698,CacheSloughComplex
EDSM,20-06-CS03,38.24835,-121.7109,CacheSloughComplex
EDSM,18-16-CS02,38.24842,-121.67538,CacheSloughComplex
EDSM,17-50-CS02,38.24872,-121.6878,CacheSloughComplex
EDSM,18-52-CS06,38.24892,-121.67509,CacheSloughComplex
EDSM,18-09-CS02,38.24896,-121.71083,CacheSloughComplex
EDSM,20-03-LSSC03,38.24898,-121.66991,CacheSloughComplex
EDSM,18-53-CS04,38.24912,-121.70976,CacheSloughComplex
EDSM,19-51-CS06,38.2492,-121.68798,CacheSloughComplex
EDSM,20-02-CS07,38.24929,-121.68674,CacheSloughComplex
EDSM,19-49-CS04,38.24931,-121.67285,CacheSloughComplex
EDSM,20-14-CS07,38.24951,-121.69548,CacheSloughComplex
EDSM,19-09-CS03,38.24961,-121.71823,CacheSloughComplex
EDSM,20-10-CS06,38.24965,-121.71276,CacheSloughComplex
EDSM,19-06-CS05,38.24968,-121.67194,CacheSloughComplex
EDSM,20-15-CS03,38.24969,-121.7109,CacheSloughComplex
EDSM,19-12-LSSC01,38.24979,-121.66962,CacheSloughComplex
EDSM,19-30-LSSC03,38.2499,-121.66836,CacheSloughComplex
EDSM,18-24-CS02,38.25022,-121.67378,CacheSloughComplex
EDSM,18-29-CS05,38.25028,-121.71808,CacheSloughComplex
EDSM,18-34-CS02,38.25031,-121.67355,CacheSloughComplex
EDSM,18-35-CS02,38.25037,-121.71913,CacheSloughComplex
EDSM,20-16-CS03,38.25037,-121.7122,CacheSloughComplex
EDSM,20-17-CS06,38.25052,-121.68683,CacheSloughComplex
EDSM,CS1,38.25058046,-121.6870849,CacheSloughComplex
EDSM,20-11-CS03,38.2506,-121.71859,CacheSloughComplex
EDSM,20-09-LSSC02,38.2509,-121.66886,CacheSloughComplex
EDSM,19-49-CS07,38.25096,-121.71779,CacheSloughComplex
EDSM,20-11-CS07,38.25096,-121.68827,CacheSloughComplex
EDSM,18-22-CS03,38.25106,-121.68876,CacheSloughComplex
EDSM,19-15-CS07,38.25106,-121.71802,CacheSloughComplex
EDSM,18-51-CS03,38.25118,-121.72186,CacheSloughComplex
EDSM,18-07-CS02,38.25124,-121.66863,CacheSloughComplex
EDSM,19-22-CS03,38.2514,-121.71899,CacheSloughComplex
EDSM,SRU102,38.25142348,-121.5118905,CacheSloughComplex
EDSM,19-31-CS02,38.25157,-121.71996,CacheSloughComplex
EDSM,20-07-CS07,38.25158,-121.72413,CacheSloughComplex
EDSM,19-13-CS06,38.25171,-121.72341,CacheSloughComplex
EDSM,18-29-LSSC01,38.2523,-121.66904,CacheSloughComplex
EDSM,18-02-SRU01,38.25239,-121.51211,CacheSloughComplex
EDSM,20-18-CS02,38.25254,-121.67168,CacheSloughComplex
EDSM,19-02-CS04,38.25263,-121.72577,CacheSloughComplex
EDSM,19-17-CS04,38.25266,-121.68752,CacheSloughComplex
DJFMP,LI004W,38.25268,-121.686264,CacheSloughComplex
EDSM,19-05-CS04,38.25268,-121.68753,CacheSloughComplex
EDSM,19-53-LSSC04,38.25268,-121.66831,CacheSloughComplex
EDSM,18-49-CS05,38.25269,-121.67193,CacheSloughComplex
EDSM,19-52-CS02,38.2527,-121.68694,CacheSloughComplex
EDSM,19-11-CS02,38.2531,-121.67246,CacheSloughComplex
EDSM,19-10-CS07,38.25317,-121.68781,CacheSloughComplex
EDSM,19-06-CS01,38.25333,-121.6876,CacheSloughComplex
EDSM,19-51-CS02,38.25355,-121.72549,CacheSloughComplex
EDSM,20-16-LSSC04,38.25364,-121.66809,CacheSloughComplex
EDSM,20-09-CS08,38.254,-121.68702,CacheSloughComplex
EDSM,19-07-CS02,38.25407,-121.68755,CacheSloughComplex
EDSM,19-14-CS03,38.25463,-121.68694,CacheSloughComplex
EDSM,20-07-CS02,38.25464,-121.68814,CacheSloughComplex
EDSM,19-28-CS04,38.2549,-121.6718,CacheSloughComplex
EDSM,18-30-CS04,38.25491,-121.69422,CacheSloughComplex
DJFMP,LI003E,38.255043,-121.6720725,CacheSloughComplex
EDSM,20-06-CS05,38.25508,-121.67162,CacheSloughComplex
EDSM,18-33-CS03,38.25523,-121.68743,CacheSloughComplex
EDSM,20-08-CS03,38.25527,-121.72505,CacheSloughComplex
EDSM,19-35-CS03,38.25532,-121.68828,CacheSloughComplex
EDSM,18-29-CS04,38.25558,-121.67143,CacheSloughComplex
EDSM,20-13-CS01,38.25567,-121.67113,CacheSloughComplex
EDSM,19-04-CS04,38.2557,-121.73163,CacheSloughComplex
EDSM,17-52-SRU01,38.2559,-121.51559,CacheSloughComplex
EDSM,20-15-CS07,38.256,-121.69053,CacheSloughComplex
EDSM,19-53-CS03,38.25614,-121.73455,CacheSloughComplex
EDSM,19-51-CS04,38.25628,-121.67131,CacheSloughComplex
EDSM,20-10-CS02,38.25637,-121.72564,CacheSloughComplex
EDSM,20-07-CS01,38.25653,-121.73784,CacheSloughComplex
EDSM,19-06-LSSC02,38.25658,-121.66701,CacheSloughComplex
EDSM,20-09-CS07,38.2567,-121.7356,CacheSloughComplex
EDSM,CS101,38.25690969,-121.7338974,CacheSloughComplex
EDSM,19-50-CS04,38.25692,-121.73284,CacheSloughComplex
EDSM,20-18-CS04,38.25693,-121.73011,CacheSloughComplex
EDSM,18-23-LSSC02,38.25698,-121.66748,CacheSloughComplex
EDSM,19-18-CS04,38.25724,-121.72994,CacheSloughComplex
EDSM,19-50-CS08,38.25724,-121.73732,CacheSloughComplex
EDSM,18-25-CS02,38.25727,-121.73001,CacheSloughComplex
EDSM,19-06-CS07,38.25729,-121.6916,CacheSloughComplex
EDSM,19-26-CS02,38.25745,-121.69281,CacheSloughComplex
EDSM,18-27-CS02,38.25766,-121.73756,CacheSloughComplex
EDSM,20-14-CS03,38.25775,-121.69138,CacheSloughComplex
DJFMP,LI003W,38.257888,-121.6902733,CacheSloughComplex
EDSM,20-09-CS03,38.25789,-121.73788,CacheSloughComplex
EDSM,20-04-CS09,38.25803,-121.69162,CacheSloughComplex
EDSM,19-31-CS03,38.2582,-121.73758,CacheSloughComplex
EDSM,20-12-CS02,38.25821,-121.73849,CacheSloughComplex
EDSM,19-20-CS03,38.25828,-121.72809,CacheSloughComplex
EDSM,19-24-CS02,38.2583,-121.7276,CacheSloughComplex
EDSM,19-51-CS01,38.25839,-121.74469,CacheSloughComplex
EDSM,20-03-CS02,38.25842,-121.69418,CacheSloughComplex
EDSM,19-15-CS08,38.25848,-121.67125,CacheSloughComplex
EDSM,19-14-CS07,38.25849,-121.69394,CacheSloughComplex
EDSM,20-15-CS08,38.25849,-121.72764,CacheSloughComplex
EDSM,18-49-CS04,38.25859,-121.69132,CacheSloughComplex
EDSM,19-08-CS04,38.25872,-121.7475,CacheSloughComplex
EDSM,20-01-CS04,38.25873,-121.67155,CacheSloughComplex
EDSM,19-04-CS03,38.25885,-121.74201,CacheSloughComplex
EDSM,18-26-CS03,38.25888,-121.67057,CacheSloughComplex
EDSM,19-18-CS03,38.25888,-121.69292,CacheSloughComplex
EDSM,20-07-CS04,38.25908,-121.67056,CacheSloughComplex
EDSM,19-14-CS05,38.25917,-121.66905,CacheSloughComplex
EDSM,20-16-CS01,38.25931,-121.74209,CacheSloughComplex
EDSM,20-06-CS02,38.25944,-121.74213,CacheSloughComplex
EDSM,19-12-CS07,38.25949,-121.74685,CacheSloughComplex
EDSM,19-49-CS01,38.2595,-121.74789,CacheSloughComplex
EDSM,20-05-CS04,38.25957,-121.75529,CacheSloughComplex
EDSM,18-02-CS02,38.25965,-121.69508,CacheSloughComplex
EDSM,20-06-CS06,38.2597,-121.76269,CacheSloughComplex
EDSM,19-10-CS01,38.25976,-121.76223,CacheSloughComplex
EDSM,19-52-CS05,38.25977,-121.74724,CacheSloughComplex
EDSM,18-49-CS03,38.26003,-121.74722,CacheSloughComplex
EDSM,18-19-CS02,38.26006,-121.75718,CacheSloughComplex
EDSM,18-21-CS01,38.26019,-121.66999,CacheSloughComplex
EDSM,18-22-CS02,38.2602,-121.74716,CacheSloughComplex
EDSM,18-16-CS03,38.26026,-121.74054,CacheSloughComplex
EDSM,20-05-CS01,38.26036,-121.669,CacheSloughComplex
EDSM,19-17-CS03,38.26041,-121.69583,CacheSloughComplex
EDSM,20-04-LSSC03,38.2606,-121.66592,CacheSloughComplex
EDSM,19-27-LSSC02,38.26061,-121.66595,CacheSloughComplex
EDSM,20-08-LSSC04,38.26065,-121.66608,CacheSloughComplex
EDSM,19-10-CS05,38.26075,-121.75018,CacheSloughComplex
EDSM,19-32-CS03,38.26075,-121.75241,CacheSloughComplex
EDSM,18-12-CS02,38.2611,-121.69082,CacheSloughComplex
EDSM,20-08-CS06,38.26111,-121.69473,CacheSloughComplex
EDSM,20-02-CS08,38.26145,-121.69122,CacheSloughComplex
EDSM,19-04-CS01,38.26166,-121.67035,CacheSloughComplex
EDSM,18-03-CS01,38.26193,-121.66586,CacheSloughComplex
EDSM,19-07-CS05,38.26195,-121.66977,CacheSloughComplex
EDSM,18-13-CS02,38.26211,-121.69582,CacheSloughComplex
EDSM,19-21-CS01,38.2622,-121.67064,CacheSloughComplex
EDSM,19-13-LSSC02,38.26242,-121.66542,CacheSloughComplex
EDSM,20-16-CS02,38.26243,-121.69595,CacheSloughComplex
EDSM,20-17-CS07,38.26248,-121.69103,CacheSloughComplex
EDSM,20-10-CS05,38.26255,-121.7789,CacheSloughComplex
EDSM,18-34-CS04,38.26284,-121.69115,CacheSloughComplex
EDSM,19-02-CS03,38.26295,-121.69047,CacheSloughComplex
EDSM,19-10-CS06,38.26296,-121.69674,CacheSloughComplex
EDSM,18-21-CS03,38.26328,-121.69176,CacheSloughComplex
EDSM,19-21-CS04,38.26346,-121.69734,CacheSloughComplex
EDSM,20-14-LSSC03,38.26372,-121.66566,CacheSloughComplex
EDSM,19-06-CS04,38.26397,-121.69759,CacheSloughComplex
EDSM,19-52-CS03,38.26445,-121.69112,CacheSloughComplex
EDSM,19-15-CS02,38.26475,-121.69744,CacheSloughComplex
EDSM,19-49-LSSC06,38.26479,-121.66485,CacheSloughComplex
EDSM,20-12-CS06,38.26496,-121.69869,CacheSloughComplex
EDSM,20-16-CS06,38.26503,-121.69197,CacheSloughComplex
DJFMP,LI004E,38.26514,-121.6715572,CacheSloughComplex
EDSM,20-13-LSSC03,38.26519,-121.66488,CacheSloughComplex
EDSM,20-08-CS02,38.26537,-121.69582,CacheSloughComplex
EDSM,19-29-CS02,38.26565,-121.69631,CacheSloughComplex
EDSM,18-20-CS03,38.26578,-121.69244,CacheSloughComplex
EDSM,19-33-CS02,38.26591,-121.69464,CacheSloughComplex
EDSM,19-05-CS03,38.26658,-121.69223,CacheSloughComplex
EDSM,19-10-CS02,38.26668,-121.69282,CacheSloughComplex
EDSM,19-19-CS03,38.2676,-121.69914,CacheSloughComplex
EDSM,19-03-CS04,38.26771,-121.69331,CacheSloughComplex
FMWT,721,38.26815,-121.70277,CacheSloughComplex
Townet,721,38.26815,-121.70277,CacheSloughComplex
EDSM,18-20-CS04,38.26843,-121.70129,CacheSloughComplex
EDSM,18-01-CS02,38.26877,-121.66833,CacheSloughComplex
EDSM,19-51-CS05,38.26897,-121.69246,CacheSloughComplex
DJFMP,LI002W,38.269292,-121.6913945,CacheSloughComplex
EDSM,18-28-LSSC02,38.26934,-121.66314,CacheSloughComplex
EDSM,19-50-CS09,38.26977,-121.66737,CacheSloughComplex
EDSM,18-51-CS04,38.26979,-121.70349,CacheSloughComplex
EDSM,17-49-SRU04,38.26982,-121.53409,CacheSloughComplex
EDSM,19-34-LSSC01,38.26991,-121.66257,CacheSloughComplex
EDSM,20-07-CS10,38.26998,-121.7037,CacheSloughComplex
EDSM,20-03-CS06,38.27002,-121.69427,CacheSloughComplex
EDSM,18-50-CS07,38.27018,-121.70374,CacheSloughComplex
EDSM,19-08-CS03,38.27038,-121.7053,CacheSloughComplex
EDSM,19-27-CS01,38.27048,-121.70484,CacheSloughComplex
EDSM,20-05-CS03,38.27053,-121.7021,CacheSloughComplex
EDSM,19-07-CS04,38.27058,-121.7038,CacheSloughComplex
EDSM,18-50-LSSC02,38.27083,-121.66207,CacheSloughComplex
EDSM,19-12-CS06,38.27115,-121.66741,CacheSloughComplex
EDSM,20-02-CS04,38.27152,-121.70411,CacheSloughComplex
EDSM,20-18-CS07,38.27158,-121.70484,CacheSloughComplex
EDSM,18-12-SRU02,38.27161,-121.58909,CacheSloughComplex
EDSM,19-12-LSSC05,38.27202,-121.66293,CacheSloughComplex
EDSM,20-07-LSSC04,38.27235,-121.66302,CacheSloughComplex
EDSM,19-30-CS02,38.27236,-121.69363,CacheSloughComplex
EDSM,20-17-CS03,38.2726,-121.70748,CacheSloughComplex
EDSM,19-52-CS04,38.27266,-121.66586,CacheSloughComplex
EDSM,18-30-CS03,38.27267,-121.66514,CacheSloughComplex
EDSM,19-22-CS02,38.27268,-121.70404,CacheSloughComplex
EDSM,18-31-CS01,38.27275,-121.69408,CacheSloughComplex
EDSM,20-11-CS06,38.27285,-121.70535,CacheSloughComplex
EDSM,19-11-CS04,38.27345,-121.69404,CacheSloughComplex
EDSM,19-25-CS04,38.27357,-121.69472,CacheSloughComplex
DJFMP,LI005E,38.273775,-121.6669301,CacheSloughComplex
EDSM,19-06-LSSC05,38.27418,-121.66223,CacheSloughComplex
Yolo,BL5,38.27428,-121.664178,CacheSloughComplex
EDSM,20-01-CS06,38.27437,-121.69427,CacheSloughComplex
EDSM,19-31-LSSC01,38.27453,-121.66103,CacheSloughComplex
EDSM,19-20-CS02,38.27473,-121.66494,CacheSloughComplex
EDSM,19-15-CS06,38.27538,-121.69471,CacheSloughComplex
EDSM,20-13-CS04,38.27547,-121.69462,CacheSloughComplex
EDSM,19-03-CS03,38.27645,-121.70889,CacheSloughComplex
EDSM,19-23-LSSC02,38.27661,-121.6609,CacheSloughComplex
DJFMP,LI006E,38.277432,-121.6660058,CacheSloughComplex
DJFMP,LI001W,38.277443,-121.6942435,CacheSloughComplex
EDSM,19-13-CS02,38.27748,-121.70875,CacheSloughComplex
EDSM,19-04-CS07,38.27754,-121.71119,CacheSloughComplex
EDSM,18-03-SRU01,38.27832,-121.54479,CacheSloughComplex
EDSM,18-17-CS02,38.27863,-121.71213,CacheSloughComplex
EDSM,19-25-CS01,38.27915,-121.66511,CacheSloughComplex
EDSM,20-02-CS02,38.2793,-121.66474,CacheSloughComplex
EDSM,18-13-CS01,38.27937,-121.64059,CacheSloughComplex
EDSM,20-10-CS03,38.27938,-121.71206,CacheSloughComplex
EDSM,19-07-LSSC05,38.27946,-121.66059,CacheSloughComplex
EDSM,18-25-LSSC02,38.27962,-121.66059,CacheSloughComplex
EDSM,CS51,38.27977,-121.71323,CacheSloughComplex
EDSM,19-13-LSSC05,38.28057,-121.66014,CacheSloughComplex
EDSM,19-08-CS02,38.28082,-121.66407,CacheSloughComplex
EDSM,19-34-CS03,38.28092,-121.69324,CacheSloughComplex
EDSM,19-26-LSSC03,38.28094,-121.6601,CacheSloughComplex
EDSM,19-07-CS06,38.28111,-121.66456,CacheSloughComplex
EDSM,18-34-CS03,38.28152,-121.71116,CacheSloughComplex
EDSM,20-06-CS04,38.28165,-121.69321,CacheSloughComplex
EDSM,19-14-CS02,38.28169,-121.66439,CacheSloughComplex
DJFMP,LI006W,38.282226,-121.6923514,CacheSloughComplex
EDSM,17-50-SRU01,38.28228,-121.55053,CacheSloughComplex
EDSM,19-21-LSSC01,38.28233,-121.65905,CacheSloughComplex
Yolo,BL6,38.282465,-121.663182,CacheSloughComplex
EDSM,20-04-CS03,38.28248,-121.71396,CacheSloughComplex
DJFMP,LI007W,38.282495,-121.6874303,CacheSloughComplex
EDSM,18-31-CS02,38.28287,-121.71468,CacheSloughComplex
EDSM,20-01-CS05,38.2829,-121.71421,CacheSloughComplex
EDSM,18-04-CS02,38.28313,-121.71647,CacheSloughComplex
EDSM,19-30-CS03,38.28325,-121.71485,CacheSloughComplex
EDSM,18-23-CS01,38.28331,-121.66472,CacheSloughComplex
EDSM,18-23-CS02,38.28352,-121.71688,CacheSloughComplex
EDSM,19-33-CS04,38.28353,-121.66589,CacheSloughComplex
EDSM,20-14-CS02,38.28373,-121.66475,CacheSloughComplex
EDSM,19-01-LSSC02,38.2838,-121.65922,CacheSloughComplex
DJFMP,LI007E,38.283997,-121.6655426,CacheSloughComplex
EDSM,19-33-LSSC02,38.28419,-121.65999,CacheSloughComplex
EDSM,19-15-CS09,38.28437,-121.69237,CacheSloughComplex
EDSM,18-28-CS02,38.28467,-121.69269,CacheSloughComplex
EDSM,20-08-LSSC01,38.28509,-121.65926,CacheSloughComplex
EDSM,18-05-CS02,38.28574,-121.71727,CacheSloughComplex
EDSM,20-16-LSSC01,38.28598,-121.65928,CacheSloughComplex
EDSM,18-24-CS03,38.28604,-121.71823,CacheSloughComplex
EDSM,18-01-CS01,38.28608,-121.69242,CacheSloughComplex
EDSM,18-33-CS02,38.28633,-121.72114,CacheSloughComplex
EDSM,19-18-CS02,38.28645,-121.66296,CacheSloughComplex
EDSM,19-51-CS07,38.28685,-121.69305,CacheSloughComplex
EDSM,17-53-SRU01,38.28687,-121.55531,CacheSloughComplex
EDSM,19-18-LSSC01,38.28691,-121.65841,CacheSloughComplex
EDSM,20-09-CS02,38.28696,-121.66294,CacheSloughComplex
EDSM,18-51-LSSC02,38.28711,-121.65872,CacheSloughComplex
DJFMP,LI008W,38.287548,-121.6920158,CacheSloughComplex
EDSM,19-21-CS02,38.28785,-121.69308,CacheSloughComplex
EDSM,19-53-LSSC01,38.28807,-121.65853,CacheSloughComplex
EDSM,19-19-CS01,38.28845,-121.66621,CacheSloughComplex
EDSM,19-32-CS02,38.28879,-121.66577,CacheSloughComplex
EDSM,18-32-CS03,38.28881,-121.66624,CacheSloughComplex
EDSM,20-08-CS04,38.28888,-121.66544,CacheSloughComplex
DJFMP,LI008E,38.289305,-121.6672063,CacheSloughComplex
EDSM,20-03-CS04,38.28946,-121.6666,CacheSloughComplex
EDSM,19-35-CS01,38.29037,-121.66666,CacheSloughComplex
EDSM,19-09-CS05,38.2909,-121.73117,CacheSloughComplex
EDSM,19-12-CS03,38.29104,-121.69271,CacheSloughComplex
EDSM,20-16-CS04,38.29108,-121.66088,CacheSloughComplex
DJFMP,LI009W,38.291502,-121.6917733,CacheSloughComplex
EDSM,19-09-CS04,38.29163,-121.66085,CacheSloughComplex
EDSM,18-28-CS03,38.29188,-121.66055,CacheSloughComplex
EDSM,CS55,38.292,-121.63213,CacheSloughComplex
EDSM,20-05-LSSC01,38.29281,-121.65762,CacheSloughComplex
EDSM,18-32-CS01,38.29326,-121.72506,CacheSloughComplex
EDSM,20-01-CS08,38.29407,-121.6671,CacheSloughComplex
EDSM,18-52-CS03,38.29431,-121.72576,CacheSloughComplex
EDSM,19-10-LSSC03,38.2953,-121.6568,CacheSloughComplex
EDSM,18-50-CS03,38.29541,-121.74417,CacheSloughComplex
EDSM,18-53-CS05,38.29545,-121.65992,CacheSloughComplex
EDSM,19-25-CS03,38.29549,-121.72724,CacheSloughComplex
EDSM,19-05-CS06,38.2957,-121.72735,CacheSloughComplex
EDSM,18-28-CS01,38.29575,-121.72677,CacheSloughComplex
EDSM,18-09-CS01,38.29601,-121.72756,CacheSloughComplex
EDSM,20-03-CS03,38.29611,-121.69294,CacheSloughComplex
EDSM,19-14-LSSC05,38.29712,-121.65665,CacheSloughComplex
EDSM,20-02-CS06,38.29749,-121.72908,CacheSloughComplex
EDSM,18-53-CS01,38.29757,-121.66733,CacheSloughComplex
EDSM,19-15-CS04,38.29767,-121.65919,CacheSloughComplex
DJFMP,LI009E,38.298324,-121.6677617,CacheSloughComplex
EDSM,19-06-CS03,38.29842,-121.72932,CacheSloughComplex
